weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1690402374,32400,1850147,Tokyo,200,139.6917,35.6895,300.95,304.47,298.01,301.84,1013,78,3.09,180,20,2,2001249,JP,1690400677,1690451436
